City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
591,Nandrin,BE,64.11,scattered clouds,50.5067,5.4191,Gîte La Colombière
592,Gallipoli,TR,66.06,clear sky,40.4103,26.6708,Oya Hotel
594,Noumea,NC,75.0,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
598,Zambezi,ZM,77.67,light rain,-13.5432,23.1047,Royal Kutachika Lodge
599,Mount Pleasant,US,73.99,clear sky,32.7941,-79.8626,Best Western Patriots Point
600,Namatanai,PG,79.75,light rain,-3.6667,152.4333,Seagulls Inn Namatani
603,Nuevo San Juan Parangaricutiro,MX,62.78,overcast clouds,19.4,-102.1333,Hotel Victoria
604,Mont-De-Marsan,FR,76.6,clear sky,44.0,-0.6667,Le moulin vieux
612,Cururupu,BR,82.06,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
614,Sinnamary,GF,81.73,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
615,Belluno,IT,69.42,overcast clouds,46.145,12.2214,Hotel Europa Executive
616,Tura,IN,77.0,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
617,Suluq,LY,80.01,overcast clouds,31.6682,20.2521,ورشة الحضيري لاكترونات وخدمات النت
619,Saint-Pierre,RE,78.48,broken clouds,-21.3393,55.4781,Lindsey Hôtel
623,Arua,UG,70.14,moderate rain,3.0201,30.9111,Golden Courts Hotel
625,Guaiba,BR,64.29,broken clouds,-30.1139,-51.325,Hotel Guaíba
626,Praya,CV,79.34,few clouds,14.9215,-23.5087,LT Aparthotel
627,Severnyy,RU,60.84,clear sky,50.677,36.5532,Full House North Mini-Hotel
628,Antalaha,MG,79.5,light rain,-14.9003,50.2788,Hotel Vitasoa
634,Tidman,PH,76.41,heavy intensity rain,8.2986,126.3389,Cabana Ocean Float
635,Metro,ID,75.96,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
637,Palu,ID,76.33,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
640,Bundaberg,AU,65.21,scattered clouds,-24.85,152.35,Takalvan Motel
642,Hobyo,SO,84.07,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
646,Misratah,LY,70.23,clear sky,32.3754,15.0925,Almasa Hotel
649,Moa,CU,82.54,scattered clouds,20.6569,-74.9403,Carmen
650,Mata,PT,77.59,scattered clouds,40.683,-7.4592,Hostel EntryFik
654,Sao Luis De Montes Belos,BR,82.0,scattered clouds,-16.525,-50.3722,Hotel Farol
657,Popondetta,PG,73.72,broken clouds,-8.7537,148.2534,Timos Transit House
661,Awash,ET,87.96,overcast clouds,8.9833,40.1667,Kediga hotel
663,Amaga,CO,80.37,overcast clouds,6.04,-75.7031,La Menguante de Carrosa
664,Porto Nacional,BR,86.0,overcast clouds,-10.7081,-48.4172,Vila Real Hotel
665,Dharchula,IN,66.04,overcast clouds,29.85,80.5333,Mahara Hotel
666,Hirara,JP,71.85,overcast clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
667,Hampton,US,68.02,broken clouds,37.0299,-76.3452,Embassy Suites by Hilton Hampton Convention Center
669,Mayo,US,68.67,clear sky,38.8876,-76.5119,Resorts Resource Group International
671,Shache,CN,69.28,clear sky,38.4167,77.2406,Delong Hotel
672,Byron Bay,AU,62.94,few clouds,-28.65,153.6167,Backpackers Inn
674,Quelimane,MZ,80.08,few clouds,-17.8786,36.8883,Hotel Flamingo
676,Koumac,NC,73.11,overcast clouds,-20.5667,164.2833,Le Monitel
677,Sabzevar,IR,78.78,overcast clouds,36.2126,57.6819,پزشکی قانونی سبزوار
680,Samarkand,UZ,72.82,clear sky,39.6542,66.9597,Ideal Hotel
681,Santa Maria,BR,64.11,clear sky,-29.6842,-53.8069,Hotel Morotin
682,Naron,ES,68.56,clear sky,43.5167,-8.1528,Marcial
684,Mogadishu,SO,83.3,overcast clouds,2.0371,45.3438,Hotel Juba
686,Margosatubig,PH,78.04,scattered clouds,7.5777,123.1658,Ojic billiard center
688,Marovoay,MG,84.07,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
